continent,location,date,new_vaccinations
Africa,Mali,8/5/2020,
Africa,Mali,8/6/2020,
Africa,Mali,8/7/2020,
Africa,Mali,8/8/2020,
Africa,Mali,8/9/2020,
Africa,Mali,8/10/2020,
Africa,Mali,8/11/2020,
Africa,Mali,8/12/2020,
Africa,Mali,8/13/2020,
Africa,Mali,8/14/2020,
Africa,Mali,8/15/2020,
Africa,Mali,8/16/2020,
Africa,Mali,8/17/2020,
Africa,Mali,8/18/2020,
Africa,Mali,8/19/2020,
Africa,Mali,8/20/2020,
Africa,Mali,8/21/2020,
Africa,Mali,8/22/2020,
Africa,Mali,8/23/2020,
Africa,Mali,8/24/2020,
Africa,Mali,8/25/2020,
Africa,Mali,8/26/2020,
Africa,Mali,8/27/2020,
Africa,Mali,8/28/2020,
Africa,Mali,8/29/2020,
Africa,Mali,8/30/2020,
Africa,Mali,8/31/2020,
Africa,Mali,9/1/2020,
Africa,Mali,9/2/2020,
Africa,Mali,9/3/2020,
Africa,Mali,9/4/2020,
Africa,Mali,9/5/2020,
Africa,Mali,9/6/2020,
Africa,Mali,9/7/2020,
Africa,Mali,9/8/2020,
Africa,Mali,9/9/2020,
Africa,Mali,9/10/2020,
Africa,Mali,9/11/2020,
Africa,Mali,9/12/2020,
Africa,Mali,9/13/2020,
Africa,Mali,9/14/2020,
Africa,Mali,9/15/2020,
Africa,Mali,9/16/2020,
Africa,Mali,9/17/2020,
Africa,Mali,9/18/2020,
Africa,Mali,9/19/2020,
Africa,Mali,9/20/2020,
Africa,Mali,9/21/2020,
Africa,Mali,9/22/2020,
Africa,Mali,9/23/2020,
Africa,Mali,9/24/2020,
Africa,Mali,9/25/2020,
Africa,Mali,9/26/2020,
Africa,Mali,9/27/2020,
Africa,Mali,9/28/2020,
Africa,Mali,9/29/2020,
Africa,Mali,9/30/2020,
Africa,Mali,10/1/2020,
Africa,Mali,10/2/2020,
Africa,Mali,10/3/2020,
Africa,Mali,10/4/2020,
Africa,Mali,10/5/2020,
Africa,Mali,10/6/2020,
Africa,Mali,10/7/2020,
Africa,Mali,10/8/2020,
Africa,Mali,10/9/2020,
Africa,Mali,10/10/2020,
Africa,Mali,10/11/2020,
Africa,Mali,10/12/2020,
Africa,Mali,10/13/2020,
Africa,Mali,10/14/2020,
Africa,Mali,10/15/2020,
Africa,Mali,10/16/2020,
Africa,Mali,10/17/2020,
Africa,Mali,10/18/2020,
Africa,Mali,10/19/2020,
Africa,Mali,10/20/2020,
Africa,Mali,10/21/2020,
Africa,Mali,10/22/2020,
Africa,Mali,10/23/2020,
Africa,Mali,10/24/2020,
Africa,Mali,10/25/2020,
Africa,Mali,10/26/2020,
Africa,Mali,10/27/2020,
Africa,Mali,10/28/2020,
Africa,Mali,10/29/2020,
Africa,Mali,10/30/2020,
Africa,Mali,10/31/2020,
Africa,Mali,11/1/2020,
Africa,Mali,11/2/2020,
Africa,Mali,11/3/2020,
Africa,Mali,11/4/2020,
Africa,Mali,11/5/2020,
Africa,Mali,11/6/2020,
Africa,Mali,11/7/2020,
Africa,Mali,11/8/2020,
Africa,Mali,11/9/2020,
Africa,Mali,11/10/2020,
Africa,Mali,11/11/2020,
Africa,Mali,11/12/2020,
Africa,Mali,11/13/2020,
Africa,Mali,11/14/2020,
Africa,Mali,11/15/2020,
Africa,Mali,11/16/2020,
Africa,Mali,11/17/2020,
Africa,Mali,11/18/2020,
Africa,Mali,11/19/2020,
Africa,Mali,11/20/2020,
Africa,Mali,11/21/2020,
Africa,Mali,11/22/2020,
Africa,Mali,11/23/2020,
Africa,Mali,11/24/2020,
Africa,Mali,11/25/2020,
Africa,Mali,11/26/2020,
Africa,Mali,11/27/2020,
Africa,Mali,11/28/2020,
Africa,Mali,11/29/2020,
Africa,Mali,11/30/2020,
Africa,Mali,12/1/2020,
Africa,Mali,12/2/2020,
Africa,Mali,12/3/2020,
Africa,Mali,12/4/2020,
Africa,Mali,12/5/2020,
Africa,Mali,12/6/2020,
Africa,Mali,12/7/2020,
Africa,Mali,12/8/2020,
Africa,Mali,12/9/2020,
Africa,Mali,12/10/2020,
Africa,Mali,12/11/2020,
Africa,Mali,12/12/2020,
Africa,Mali,12/13/2020,
Africa,Mali,12/14/2020,
Africa,Mali,12/15/2020,
Africa,Mali,12/16/2020,
Africa,Mali,12/17/2020,
Africa,Mali,12/18/2020,
Africa,Mali,12/19/2020,
Africa,Mali,12/20/2020,
Africa,Mali,12/21/2020,
Africa,Mali,12/22/2020,
Africa,Mali,12/23/2020,
Africa,Mali,12/24/2020,
Africa,Mali,12/25/2020,
Africa,Mali,12/26/2020,
Africa,Mali,12/27/2020,
Africa,Mali,12/28/2020,
Africa,Mali,12/29/2020,
Africa,Mali,12/30/2020,
Africa,Mali,12/31/2020,
Africa,Mali,1/1/2021,
Africa,Mali,1/2/2021,
Africa,Mali,1/3/2021,
Africa,Mali,1/4/2021,
Africa,Mali,1/5/2021,
Africa,Mali,1/6/2021,
Africa,Mali,1/7/2021,
Africa,Mali,1/8/2021,
Africa,Mali,1/9/2021,
Africa,Mali,1/10/2021,
Africa,Mali,1/11/2021,
Africa,Mali,1/12/2021,
Africa,Mali,1/13/2021,
Africa,Mali,1/14/2021,
Africa,Mali,1/15/2021,
Africa,Mali,1/16/2021,
Africa,Mali,1/17/2021,
Africa,Mali,1/18/2021,
Africa,Mali,1/19/2021,
Africa,Mali,1/20/2021,
Africa,Mali,1/21/2021,
Africa,Mali,1/22/2021,
Africa,Mali,1/23/2021,
Africa,Mali,1/24/2021,
Africa,Mali,1/25/2021,
Africa,Mali,1/26/2021,
Africa,Mali,1/27/2021,
Africa,Mali,1/28/2021,
Africa,Mali,1/29/2021,
Africa,Mali,1/30/2021,
Africa,Mali,1/31/2021,
Africa,Mali,2/1/2021,
Africa,Mali,2/2/2021,
Africa,Mali,2/3/2021,
Africa,Mali,2/4/2021,
Africa,Mali,2/5/2021,
Africa,Mali,2/6/2021,
Africa,Mali,2/7/2021,
Africa,Mali,2/8/2021,
Africa,Mali,2/9/2021,
Africa,Mali,2/10/2021,
Africa,Mali,2/11/2021,
Africa,Mali,2/12/2021,
Africa,Mali,2/13/2021,
Africa,Mali,2/14/2021,
Africa,Mali,2/15/2021,
Africa,Mali,2/16/2021,
Africa,Mali,2/17/2021,
Africa,Mali,2/18/2021,
Africa,Mali,2/19/2021,
Africa,Mali,2/20/2021,
Africa,Mali,2/21/2021,
Africa,Mali,2/22/2021,
Africa,Mali,2/23/2021,
Africa,Mali,2/24/2021,
Africa,Mali,2/25/2021,
Africa,Mali,2/26/2021,
Africa,Mali,2/27/2021,
Africa,Mali,2/28/2021,
Africa,Mali,3/1/2021,
Africa,Mali,3/2/2021,
Africa,Mali,3/3/2021,
Africa,Mali,3/4/2021,
Africa,Mali,3/5/2021,
Africa,Mali,3/6/2021,
Africa,Mali,3/7/2021,
Africa,Mali,3/8/2021,
Africa,Mali,3/9/2021,
Africa,Mali,3/10/2021,
Africa,Mali,3/11/2021,
Africa,Mali,3/12/2021,
Africa,Mali,3/13/2021,
Africa,Mali,3/14/2021,
Africa,Mali,3/15/2021,
Africa,Mali,3/16/2021,
Africa,Mali,3/17/2021,
Africa,Mali,3/18/2021,
Africa,Mali,3/19/2021,
Africa,Mali,3/20/2021,
Africa,Mali,3/21/2021,
Africa,Mali,3/22/2021,
Africa,Mali,3/23/2021,
Africa,Mali,3/24/2021,
Africa,Mali,3/25/2021,
Africa,Mali,3/26/2021,
Africa,Mali,3/27/2021,
Africa,Mali,3/28/2021,
Africa,Mali,3/29/2021,
Africa,Mali,3/30/2021,
Africa,Mali,3/31/2021,
Africa,Mali,4/1/2021,
Africa,Mali,4/2/2021,
Africa,Mali,4/3/2021,
Africa,Mali,4/4/2021,
Africa,Mali,4/5/2021,
Africa,Mali,4/6/2021,
Africa,Mali,4/7/2021,
Africa,Mali,4/8/2021,
Africa,Mali,4/9/2021,
Africa,Mali,4/10/2021,
Africa,Mali,4/11/2021,
Africa,Mali,4/12/2021,
Africa,Mali,4/13/2021,
Africa,Mali,4/14/2021,
Africa,Mali,4/15/2021,
Africa,Mali,4/16/2021,
Africa,Mali,4/17/2021,
Africa,Mali,4/18/2021,
Africa,Mali,4/19/2021,
Africa,Mali,4/20/2021,
Africa,Mali,4/21/2021,
Africa,Mali,4/22/2021,
Africa,Mali,4/23/2021,
Africa,Mali,4/24/2021,
Africa,Mali,4/25/2021,
Africa,Mali,4/26/2021,
Africa,Mali,4/27/2021,
Africa,Mali,4/28/2021,
Africa,Mali,4/29/2021,
Africa,Mali,4/30/2021,
Europe,Malta,2/6/2020,
Europe,Malta,2/7/2020,
Europe,Malta,2/8/2020,
Europe,Malta,2/9/2020,
Europe,Malta,2/10/2020,
Europe,Malta,2/11/2020,
Europe,Malta,2/12/2020,
Europe,Malta,2/13/2020,
Europe,Malta,2/14/2020,
Europe,Malta,2/15/2020,
Europe,Malta,2/16/2020,
Europe,Malta,2/17/2020,
Europe,Malta,2/18/2020,
Europe,Malta,2/19/2020,
Europe,Malta,2/20/2020,
Europe,Malta,2/21/2020,
Europe,Malta,2/22/2020,
Europe,Malta,2/23/2020,
Europe,Malta,2/24/2020,
Europe,Malta,2/25/2020,
Europe,Malta,2/26/2020,
Europe,Malta,2/27/2020,
Europe,Malta,2/28/2020,
Europe,Malta,2/29/2020,
Europe,Malta,3/1/2020,
Europe,Malta,3/2/2020,
Europe,Malta,3/3/2020,
Europe,Malta,3/4/2020,
Europe,Malta,3/5/2020,
Europe,Malta,3/6/2020,
Europe,Malta,3/7/2020,
Europe,Malta,3/8/2020,
Europe,Malta,3/9/2020,
Europe,Malta,3/10/2020,
Europe,Malta,3/11/2020,
Europe,Malta,3/12/2020,
Europe,Malta,3/13/2020,
Europe,Malta,3/14/2020,
Europe,Malta,3/15/2020,
Europe,Malta,3/16/2020,
Europe,Malta,3/17/2020,
Europe,Malta,3/18/2020,
Europe,Malta,3/19/2020,
Europe,Malta,3/20/2020,
Europe,Malta,3/21/2020,
Europe,Malta,3/22/2020,
Europe,Malta,3/23/2020,
Europe,Malta,3/24/2020,
Europe,Malta,3/25/2020,
Europe,Malta,3/26/2020,
Europe,Malta,3/27/2020,
Europe,Malta,3/28/2020,
Europe,Malta,3/29/2020,
Europe,Malta,3/30/2020,
Europe,Malta,3/31/2020,
Europe,Malta,4/1/2020,
Europe,Malta,4/2/2020,
Europe,Malta,4/3/2020,
Europe,Malta,4/4/2020,
Europe,Malta,4/5/2020,
Europe,Malta,4/6/2020,
Europe,Malta,4/7/2020,
Europe,Malta,4/8/2020,
Europe,Malta,4/9/2020,
Europe,Malta,4/10/2020,
Europe,Malta,4/11/2020,
Europe,Malta,4/12/2020,
Europe,Malta,4/13/2020,
Europe,Malta,4/14/2020,
Europe,Malta,4/15/2020,
Europe,Malta,4/16/2020,
Europe,Malta,4/17/2020,
Europe,Malta,4/18/2020,
Europe,Malta,4/19/2020,
Europe,Malta,4/20/2020,
Europe,Malta,4/21/2020,
Europe,Malta,4/22/2020,
Europe,Malta,4/23/2020,
Europe,Malta,4/24/2020,
Europe,Malta,4/25/2020,
Europe,Malta,4/26/2020,
Europe,Malta,4/27/2020,
Europe,Malta,4/28/2020,
Europe,Malta,4/29/2020,
Europe,Malta,4/30/2020,
Europe,Malta,5/1/2020,
Europe,Malta,5/2/2020,
Europe,Malta,5/3/2020,
Europe,Malta,5/4/2020,
Europe,Malta,5/5/2020,
Europe,Malta,5/6/2020,
Europe,Malta,5/7/2020,
Europe,Malta,5/8/2020,
Europe,Malta,5/9/2020,
Europe,Malta,5/10/2020,
Europe,Malta,5/11/2020,
Europe,Malta,5/12/2020,
Europe,Malta,5/13/2020,
Europe,Malta,5/14/2020,
Europe,Malta,5/15/2020,
Europe,Malta,5/16/2020,
Europe,Malta,5/17/2020,
Europe,Malta,5/18/2020,
Europe,Malta,5/19/2020,
Europe,Malta,5/20/2020,
Europe,Malta,5/21/2020,
Europe,Malta,5/22/2020,
Europe,Malta,5/23/2020,
Europe,Malta,5/24/2020,
Europe,Malta,5/25/2020,
Europe,Malta,5/26/2020,
Europe,Malta,5/27/2020,
Europe,Malta,5/28/2020,
Europe,Malta,5/29/2020,
Europe,Malta,5/30/2020,
Europe,Malta,5/31/2020,
Europe,Malta,6/1/2020,
Europe,Malta,6/2/2020,
Europe,Malta,6/3/2020,
Europe,Malta,6/4/2020,
Europe,Malta,6/5/2020,
Europe,Malta,6/6/2020,
Europe,Malta,6/7/2020,
Europe,Malta,6/8/2020,
Europe,Malta,6/9/2020,
Europe,Malta,6/10/2020,
Europe,Malta,6/11/2020,
Europe,Malta,6/12/2020,
Europe,Malta,6/13/2020,
Europe,Malta,6/14/2020,
Europe,Malta,6/15/2020,
Europe,Malta,6/16/2020,
Europe,Malta,6/17/2020,
Europe,Malta,6/18/2020,
Europe,Malta,6/19/2020,
Europe,Malta,6/20/2020,
Europe,Malta,6/21/2020,
Europe,Malta,6/22/2020,
Europe,Malta,6/23/2020,
Europe,Malta,6/24/2020,
Europe,Malta,6/25/2020,
Europe,Malta,6/26/2020,
Europe,Malta,6/27/2020,
Europe,Malta,6/28/2020,
Europe,Malta,6/29/2020,
Europe,Malta,6/30/2020,
Europe,Malta,7/1/2020,
Europe,Malta,7/2/2020,
Europe,Malta,7/3/2020,
Europe,Malta,7/4/2020,
Europe,Malta,7/5/2020,
Europe,Malta,7/6/2020,
Europe,Malta,7/7/2020,
Europe,Malta,7/8/2020,
Europe,Malta,7/9/2020,
Europe,Malta,7/10/2020,
Europe,Malta,7/11/2020,
Europe,Malta,7/12/2020,
Europe,Malta,7/13/2020,
Europe,Malta,7/14/2020,
Europe,Malta,7/15/2020,
Europe,Malta,7/16/2020,
Europe,Malta,7/17/2020,
Europe,Malta,7/18/2020,
Europe,Malta,7/19/2020,
Europe,Malta,7/20/2020,
Europe,Malta,7/21/2020,
Europe,Malta,7/22/2020,
Europe,Malta,7/23/2020,
Europe,Malta,7/24/2020,
Europe,Malta,7/25/2020,
Europe,Malta,7/26/2020,
Europe,Malta,7/27/2020,
Europe,Malta,7/28/2020,
Europe,Malta,7/29/2020,
Europe,Malta,7/30/2020,
Europe,Malta,7/31/2020,
Europe,Malta,8/1/2020,
Europe,Malta,8/2/2020,
Europe,Malta,8/3/2020,
Europe,Malta,8/4/2020,
Europe,Malta,8/5/2020,
Europe,Malta,8/6/2020,
Europe,Malta,8/7/2020,
Europe,Malta,8/8/2020,
Europe,Malta,8/9/2020,
Europe,Malta,8/10/2020,
Europe,Malta,8/11/2020,
Europe,Malta,8/12/2020,
Europe,Malta,8/13/2020,
Europe,Malta,8/14/2020,
Europe,Malta,8/15/2020,
Europe,Malta,8/16/2020,
Europe,Malta,8/17/2020,
Europe,Malta,8/18/2020,
Europe,Malta,8/19/2020,
Europe,Malta,8/20/2020,
Europe,Malta,8/21/2020,
Europe,Malta,8/22/2020,
Europe,Malta,8/23/2020,
Europe,Malta,8/24/2020,
Europe,Malta,8/25/2020,
Europe,Malta,8/26/2020,
Europe,Malta,8/27/2020,
Europe,Malta,8/28/2020,
Europe,Malta,8/29/2020,
Europe,Malta,8/30/2020,
Europe,Malta,8/31/2020,
Europe,Malta,9/1/2020,
Europe,Malta,9/2/2020,
Europe,Malta,9/3/2020,
Europe,Malta,9/4/2020,
Europe,Malta,9/5/2020,
Europe,Malta,9/6/2020,
Europe,Malta,9/7/2020,
Europe,Malta,9/8/2020,
Europe,Malta,9/9/2020,
Europe,Malta,9/10/2020,
Europe,Malta,9/11/2020,
Europe,Malta,9/12/2020,
Europe,Malta,9/13/2020,
Europe,Malta,9/14/2020,
Europe,Malta,9/15/2020,
Europe,Malta,9/16/2020,
Europe,Malta,9/17/2020,
Europe,Malta,9/18/2020,
Europe,Malta,9/19/2020,
Europe,Malta,9/20/2020,
Europe,Malta,9/21/2020,
Europe,Malta,9/22/2020,
Europe,Malta,9/23/2020,
Europe,Malta,9/24/2020,
Europe,Malta,9/25/2020,
Europe,Malta,9/26/2020,
Europe,Malta,9/27/2020,
Europe,Malta,9/28/2020,
Europe,Malta,9/29/2020,
Europe,Malta,9/30/2020,
Europe,Malta,10/1/2020,
Europe,Malta,10/2/2020,
Europe,Malta,10/3/2020,
Europe,Malta,10/4/2020,
Europe,Malta,10/5/2020,
Europe,Malta,10/6/2020,
Europe,Malta,10/7/2020,
Europe,Malta,10/8/2020,
Europe,Malta,10/9/2020,
Europe,Malta,10/10/2020,
Europe,Malta,10/11/2020,
Europe,Malta,10/12/2020,
Europe,Malta,10/13/2020,
Europe,Malta,10/14/2020,
Europe,Malta,10/15/2020,
Europe,Malta,10/16/2020,
Europe,Malta,10/17/2020,
Europe,Malta,10/18/2020,
Europe,Malta,10/19/2020,
Europe,Malta,10/20/2020,
Europe,Malta,10/21/2020,
Europe,Malta,10/22/2020,
Europe,Malta,10/23/2020,
Europe,Malta,10/24/2020,
Europe,Malta,10/25/2020,
Europe,Malta,10/26/2020,
Europe,Malta,10/27/2020,
Europe,Malta,10/28/2020,
Europe,Malta,10/29/2020,
Europe,Malta,10/30/2020,
Europe,Malta,10/31/2020,
Europe,Malta,11/1/2020,
Europe,Malta,11/2/2020,
Europe,Malta,11/3/2020,
Europe,Malta,11/4/2020,
Europe,Malta,11/5/2020,
Europe,Malta,11/6/2020,
Europe,Malta,11/7/2020,
Europe,Malta,11/8/2020,
Europe,Malta,11/9/2020,
Europe,Malta,11/10/2020,
Europe,Malta,11/11/2020,
Europe,Malta,11/12/2020,
Europe,Malta,11/13/2020,
Europe,Malta,11/14/2020,
Europe,Malta,11/15/2020,
Europe,Malta,11/16/2020,
Europe,Malta,11/17/2020,
Europe,Malta,11/18/2020,
Europe,Malta,11/19/2020,
Europe,Malta,11/20/2020,
Europe,Malta,11/21/2020,
Europe,Malta,11/22/2020,
Europe,Malta,11/23/2020,
Europe,Malta,11/24/2020,
Europe,Malta,11/25/2020,
Europe,Malta,11/26/2020,
Europe,Malta,11/27/2020,
Europe,Malta,11/28/2020,
Europe,Malta,11/29/2020,
Europe,Malta,11/30/2020,
Europe,Malta,12/1/2020,
Europe,Malta,12/2/2020,
Europe,Malta,12/3/2020,
Europe,Malta,12/4/2020,
Europe,Malta,12/5/2020,
Europe,Malta,12/6/2020,
Europe,Malta,12/7/2020,
Europe,Malta,12/8/2020,
Europe,Malta,12/9/2020,
Europe,Malta,12/10/2020,
Europe,Malta,12/11/2020,
Europe,Malta,12/12/2020,
Europe,Malta,12/13/2020,
Europe,Malta,12/14/2020,
Europe,Malta,12/15/2020,
Europe,Malta,12/16/2020,
Europe,Malta,12/17/2020,
Europe,Malta,12/18/2020,
Europe,Malta,12/19/2020,
Europe,Malta,12/20/2020,
Europe,Malta,12/21/2020,
Europe,Malta,12/22/2020,
Europe,Malta,12/23/2020,
Europe,Malta,12/24/2020,
Europe,Malta,12/25/2020,
Europe,Malta,12/26/2020,
Europe,Malta,12/27/2020,
Europe,Malta,12/28/2020,
Europe,Malta,12/29/2020,
Europe,Malta,12/30/2020,
Europe,Malta,12/31/2020,
Europe,Malta,1/1/2021,
Europe,Malta,1/2/2021,
Europe,Malta,1/3/2021,
Europe,Malta,1/4/2021,
Europe,Malta,1/5/2021,
Europe,Malta,1/6/2021,
Europe,Malta,1/7/2021,
Europe,Malta,1/8/2021,
Europe,Malta,1/9/2021,
Europe,Malta,1/10/2021,
Europe,Malta,1/11/2021,
Europe,Malta,1/12/2021,
Europe,Malta,1/13/2021,
Europe,Malta,1/14/2021,
Europe,Malta,1/15/2021,
Europe,Malta,1/16/2021,
Europe,Malta,1/17/2021,
Europe,Malta,1/18/2021,1297
Europe,Malta,1/19/2021,1274
Europe,Malta,1/20/2021,1040
Europe,Malta,1/21/2021,1215
Europe,Malta,1/22/2021,1236
Europe,Malta,1/23/2021,1163
Europe,Malta,1/24/2021,
Europe,Malta,1/25/2021,
Europe,Malta,1/26/2021,1199
Europe,Malta,1/27/2021,1141
Europe,Malta,1/28/2021,1168
Europe,Malta,1/29/2021,1142
Europe,Malta,1/30/2021,1025
Europe,Malta,1/31/2021,912
Europe,Malta,2/1/2021,1243
Europe,Malta,2/2/2021,1250
Europe,Malta,2/3/2021,1381
Europe,Malta,2/4/2021,1844
Europe,Malta,2/5/2021,2199
Europe,Malta,2/6/2021,1910
Europe,Malta,2/7/2021,1671
Europe,Malta,2/8/2021,2028
Europe,Malta,2/9/2021,2052
Europe,Malta,2/10/2021,1261
Europe,Malta,2/11/2021,1746
Europe,Malta,2/12/2021,2130
Europe,Malta,2/13/2021,1701
Europe,Malta,2/14/2021,1466
Europe,Malta,2/15/2021,2006
Europe,Malta,2/16/2021,2062
Europe,Malta,2/17/2021,1974
Europe,Malta,2/18/2021,2019
Europe,Malta,2/19/2021,2357
Europe,Malta,2/20/2021,1249
Europe,Malta,2/21/2021,1111
Europe,Malta,2/22/2021,1915
Europe,Malta,2/23/2021,2445
Europe,Malta,2/24/2021,2783
Europe,Malta,2/25/2021,2082
Europe,Malta,2/26/2021,2515
Europe,Malta,2/27/2021,1808
Europe,Malta,2/28/2021,1657
Europe,Malta,3/1/2021,2259
Europe,Malta,3/2/2021,2246
Europe,Malta,3/3/2021,2725
Europe,Malta,3/4/2021,3092
Europe,Malta,3/5/2021,2860
Europe,Malta,3/6/2021,3093
Europe,Malta,3/7/2021,1965
Europe,Malta,3/8/2021,3912
Europe,Malta,3/9/2021,3640
Europe,Malta,3/10/2021,3555
Europe,Malta,3/11/2021,4287
Europe,Malta,3/12/2021,3863
Europe,Malta,3/13/2021,2952
Europe,Malta,3/14/2021,2293
Europe,Malta,3/15/2021,3911
Europe,Malta,3/16/2021,4584
Europe,Malta,3/17/2021,3010
Europe,Malta,3/18/2021,4393
Europe,Malta,3/19/2021,2067
Europe,Malta,3/20/2021,2838
Europe,Malta,3/21/2021,2765
Europe,Malta,3/22/2021,4963
Europe,Malta,3/23/2021,4781
Europe,Malta,3/24/2021,4582
Europe,Malta,3/25/2021,5844
Europe,Malta,3/26/2021,5769
Europe,Malta,3/27/2021,4739
Europe,Malta,3/28/2021,3975
Europe,Malta,3/29/2021,5524
Europe,Malta,3/30/2021,5605
Europe,Malta,3/31/2021,5667
Europe,Malta,4/1/2021,6170
Europe,Malta,4/2/2021,5512
Europe,Malta,4/3/2021,3401
Europe,Malta,4/4/2021,3234
Europe,Malta,4/5/2021,3461
Europe,Malta,4/6/2021,3859
Europe,Malta,4/7/2021,4586
Europe,Malta,4/8/2021,4729
Europe,Malta,4/9/2021,5471
Europe,Malta,4/10/2021,3178
Europe,Malta,4/11/2021,3734
Europe,Malta,4/12/2021,4682
Europe,Malta,4/13/2021,5485
Europe,Malta,4/14/2021,4387
Europe,Malta,4/15/2021,5386
Europe,Malta,4/16/2021,5105
Europe,Malta,4/17/2021,4878
Europe,Malta,4/18/2021,1875
Europe,Malta,4/19/2021,6325
Europe,Malta,4/20/2021,5956
Europe,Malta,4/21/2021,6790
Europe,Malta,4/22/2021,6007
Europe,Malta,4/23/2021,6042
Europe,Malta,4/24/2021,3923
Europe,Malta,4/25/2021,1720
Europe,Malta,4/26/2021,5427
Europe,Malta,4/27/2021,4618
Europe,Malta,4/28/2021,3610
Europe,Malta,4/29/2021,4504
Europe,Malta,4/30/2021,
Oceania,Marshall Islands,10/28/2020,
Oceania,Marshall Islands,10/29/2020,
Oceania,Marshall Islands,10/30/2020,
Oceania,Marshall Islands,10/31/2020,
Oceania,Marshall Islands,11/1/2020,
Oceania,Marshall Islands,11/2/2020,
Oceania,Marshall Islands,11/3/2020,
Oceania,Marshall Islands,11/4/2020,
Oceania,Marshall Islands,11/5/2020,
Oceania,Marshall Islands,11/6/2020,
Oceania,Marshall Islands,11/7/2020,
Oceania,Marshall Islands,11/8/2020,
Oceania,Marshall Islands,11/9/2020,
Oceania,Marshall Islands,11/10/2020,
Oceania,Marshall Islands,11/11/2020,
Oceania,Marshall Islands,11/12/2020,
Oceania,Marshall Islands,11/13/2020,
Oceania,Marshall Islands,11/14/2020,
Oceania,Marshall Islands,11/15/2020,
Oceania,Marshall Islands,11/16/2020,
Oceania,Marshall Islands,11/17/2020,
Oceania,Marshall Islands,11/18/2020,
Oceania,Marshall Islands,11/19/2020,
Oceania,Marshall Islands,11/20/2020,
Oceania,Marshall Islands,11/21/2020,
Oceania,Marshall Islands,11/22/2020,
Oceania,Marshall Islands,11/23/2020,
Oceania,Marshall Islands,11/24/2020,
Oceania,Marshall Islands,11/25/2020,
Oceania,Marshall Islands,11/26/2020,
Oceania,Marshall Islands,11/27/2020,
Oceania,Marshall Islands,11/28/2020,
Oceania,Marshall Islands,11/29/2020,
Oceania,Marshall Islands,11/30/2020,
Oceania,Marshall Islands,12/1/2020,
Oceania,Marshall Islands,12/2/2020,
Oceania,Marshall Islands,12/3/2020,
Oceania,Marshall Islands,12/4/2020,
Oceania,Marshall Islands,12/5/2020,
Oceania,Marshall Islands,12/6/2020,
Oceania,Marshall Islands,12/7/2020,
Oceania,Marshall Islands,12/8/2020,
Oceania,Marshall Islands,12/9/2020,
Oceania,Marshall Islands,12/10/2020,
Oceania,Marshall Islands,12/11/2020,
Oceania,Marshall Islands,12/12/2020,
Oceania,Marshall Islands,12/13/2020,
Oceania,Marshall Islands,12/14/2020,
Oceania,Marshall Islands,12/15/2020,
Oceania,Marshall Islands,12/16/2020,
Oceania,Marshall Islands,12/17/2020,
Oceania,Marshall Islands,12/18/2020,
Oceania,Marshall Islands,12/19/2020,
Oceania,Marshall Islands,12/20/2020,
Oceania,Marshall Islands,12/21/2020,
Oceania,Marshall Islands,12/22/2020,
Oceania,Marshall Islands,12/23/2020,
Oceania,Marshall Islands,12/24/2020,
Oceania,Marshall Islands,12/25/2020,
Oceania,Marshall Islands,12/26/2020,
Oceania,Marshall Islands,12/27/2020,
Oceania,Marshall Islands,12/28/2020,
Oceania,Marshall Islands,12/29/2020,
Oceania,Marshall Islands,12/30/2020,
Oceania,Marshall Islands,12/31/2020,
Oceania,Marshall Islands,1/1/2021,
Oceania,Marshall Islands,1/2/2021,
Oceania,Marshall Islands,1/3/2021,
Oceania,Marshall Islands,1/4/2021,
Oceania,Marshall Islands,1/5/2021,
Oceania,Marshall Islands,1/6/2021,
Oceania,Marshall Islands,1/7/2021,
Oceania,Marshall Islands,1/8/2021,
Oceania,Marshall Islands,1/9/2021,
Oceania,Marshall Islands,1/10/2021,
Oceania,Marshall Islands,1/11/2021,
Oceania,Marshall Islands,1/12/2021,
Oceania,Marshall Islands,1/13/2021,
Oceania,Marshall Islands,1/14/2021,
Oceania,Marshall Islands,1/15/2021,
Oceania,Marshall Islands,1/16/2021,
Oceania,Marshall Islands,1/17/2021,
Oceania,Marshall Islands,1/18/2021,
Oceania,Marshall Islands,1/19/2021,
Oceania,Marshall Islands,1/20/2021,
Oceania,Marshall Islands,1/21/2021,
Oceania,Marshall Islands,1/22/2021,
Oceania,Marshall Islands,1/23/2021,
Oceania,Marshall Islands,1/24/2021,
Oceania,Marshall Islands,1/25/2021,
Oceania,Marshall Islands,1/26/2021,
Oceania,Marshall Islands,1/27/2021,
Oceania,Marshall Islands,1/28/2021,
Oceania,Marshall Islands,1/29/2021,
Oceania,Marshall Islands,1/30/2021,
Oceania,Marshall Islands,1/31/2021,
Oceania,Marshall Islands,2/1/2021,
Oceania,Marshall Islands,2/2/2021,
Oceania,Marshall Islands,2/3/2021,
Oceania,Marshall Islands,2/4/2021,
Oceania,Marshall Islands,2/5/2021,
Oceania,Marshall Islands,2/6/2021,
Oceania,Marshall Islands,2/7/2021,
Oceania,Marshall Islands,2/8/2021,
Oceania,Marshall Islands,2/9/2021,
Oceania,Marshall Islands,2/10/2021,
Oceania,Marshall Islands,2/11/2021,
Oceania,Marshall Islands,2/12/2021,
